custom_id,report_path,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type
10.1038_s41467-023-38592-5,literature/output/paper_analysis_reports/broad_all/10.1038_s41467-023-38592-5.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-024-69206-9,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-024-69206-9.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1080_0013791x.2011.650839,literature/output/paper_analysis_reports/broad_all/10.1080_0013791x.2011.650839.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1093_scan_nst023,literature/output/paper_analysis_reports/broad_all/10.1093_scan_nst023.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rspb.2010.2125,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2010.2125.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1111_j.1468-0262.2005.00644.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1468-0262.2005.00644.x.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1111_vox.13088,literature/output/paper_analysis_reports/broad_all/10.1111_vox.13088.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1177_1948550616639650,literature/output/paper_analysis_reports/broad_all/10.1177_1948550616639650.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0117183,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0117183.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0166101,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0166101.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0267153,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0267153.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1523_jneurosci.2303-21.2022,literature/output/paper_analysis_reports/broad_all/10.1523_jneurosci.2303-21.2022.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1523_jneurosci.2761-12.2013,literature/output/paper_analysis_reports/broad_all/10.1523_jneurosci.2761-12.2013.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1628_0932456042776140,literature/output/paper_analysis_reports/broad_all/10.1628_0932456042776140.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.joep.2017.07.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2017.07.003.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2025.129309,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2025.129309.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.physa.2022.128165,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2022.128165.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41562-022-01457-w,literature/output/paper_analysis_reports/broad_all/10.1038_s41562-022-01457-w.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s40888-022-00287-3,literature/output/paper_analysis_reports/broad_all/10.1007_s40888-022-00287-3.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.beproc.2012.06.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.beproc.2012.06.001.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.envsci.2014.05.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.envsci.2014.05.006.md,empirical,experimental,field_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2007.04.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2007.04.001.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2015.02.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2015.02.002.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2017.07.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2017.07.003.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.geb.2007.05.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2007.05.001.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jecp.2022.105376,literature/output/paper_analysis_reports/broad_all/10.1016_j.jecp.2022.105376.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.joep.2018.03.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2018.03.003.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jpubeco.2009.03.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2009.03.004.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jtbi.2005.01.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2005.01.006.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.socec.2011.04.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2011.04.001.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-021-89675-6,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-021-89675-6.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-023-41886-9,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-41886-9.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1073_pnas.0908855106,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.0908855106.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1080_15534510.2019.1641147,literature/output/paper_analysis_reports/broad_all/10.1080_15534510.2019.1641147.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1086_717102,literature/output/paper_analysis_reports/broad_all/10.1086_717102.md,empirical,observational,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1093_ej_uead005,literature/output/paper_analysis_reports/broad_all/10.1093_ej_uead005.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1093_scan_nsab124,literature/output/paper_analysis_reports/broad_all/10.1093_scan_nsab124.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rspb.2018.1508,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2018.1508.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1177_0956797615624469,literature/output/paper_analysis_reports/broad_all/10.1177_0956797615624469.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1257_mic.6.2.247,literature/output/paper_analysis_reports/broad_all/10.1257_mic.6.2.247.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1287_mnsc.1110.1466,literature/output/paper_analysis_reports/broad_all/10.1287_mnsc.1110.1466.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0061458,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0061458.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0159769,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0159769.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0229510,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0229510.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1523_jneurosci.0595-16.2016,literature/output/paper_analysis_reports/broad_all/10.1523_jneurosci.0595-16.2016.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1561_105.00000200_app,literature/output/paper_analysis_reports/broad_all/10.1561_105.00000200_app.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.3390_bs14010039,literature/output/paper_analysis_reports/broad_all/10.3390_bs14010039.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1073_pnas.2302475120,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.2302475120.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1002_bdm.2012,literature/output/paper_analysis_reports/broad_all/10.1002_bdm.2012.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s10668-024-05335-5,literature/output/paper_analysis_reports/broad_all/10.1007_s10668-024-05335-5.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s10683-015-9452-1,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-015-9452-1.md,empirical,experimental,field_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2020.125063,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2020.125063.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2022.127612,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2022.127612.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2024.128864,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2024.128864.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.chaos.2022.112413,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2022.112413.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.chaos.2022.112432,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2022.112432.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2016.09.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2016.09.005.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jecp.2018.01.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.jecp.2018.01.015.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.joep.2023.102675,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2023.102675.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.physa.2019.123410,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2019.123410.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1017_s0033291717003075,literature/output/paper_analysis_reports/broad_all/10.1017_s0033291717003075.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1017_s0043887117000181,literature/output/paper_analysis_reports/broad_all/10.1017_s0043887117000181.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1037_dev0001183,literature/output/paper_analysis_reports/broad_all/10.1037_dev0001183.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1037_xge0000405,literature/output/paper_analysis_reports/broad_all/10.1037_xge0000405.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1073_pnas.0502399102,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.0502399102.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1073_pnas.1704032114,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1704032114.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1086_690066,literature/output/paper_analysis_reports/broad_all/10.1086_690066.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1086_730717,literature/output/paper_analysis_reports/broad_all/10.1086_730717.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1093_aler_ahw005,literature/output/paper_analysis_reports/broad_all/10.1093_aler_ahw005.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rsos.211983,literature/output/paper_analysis_reports/broad_all/10.1098_rsos.211983.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1126_science.1127333,literature/output/paper_analysis_reports/broad_all/10.1126_science.1127333.md,empirical,experimental,field_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1177_0951629815586882,literature/output/paper_analysis_reports/broad_all/10.1177_0951629815586882.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0045662,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0045662.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0275383,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0275383.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.3389_fnhum.2013.00252,literature/output/paper_analysis_reports/broad_all/10.3389_fnhum.2013.00252.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.3389_fpsyg.2022.816168,literature/output/paper_analysis_reports/broad_all/10.3389_fpsyg.2022.816168.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.3389_fpubh.2022.881330,literature/output/paper_analysis_reports/broad_all/10.3389_fpubh.2022.881330.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1037_xge0000190,literature/output/paper_analysis_reports/broad_all/10.1037_xge0000190.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0124513,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0124513.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s40881-023-00137-3,literature/output/paper_analysis_reports/broad_all/10.1007_s40881-023-00137-3.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s00182-014-0419-9,literature/output/paper_analysis_reports/broad_all/10.1007_s00182-014-0419-9.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s00406-013-0392-5,literature/output/paper_analysis_reports/broad_all/10.1007_s00406-013-0392-5.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s10539-023-09936-8,literature/output/paper_analysis_reports/broad_all/10.1007_s10539-023-09936-8.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s12110-009-9072-6,literature/output/paper_analysis_reports/broad_all/10.1007_s12110-009-9072-6.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.amc.2015.01.040,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2015.01.040.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2004.08.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2004.08.001.md,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jpubeco.2020.104347,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2020.104347.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jrp.2009.01.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.jrp.2009.01.003.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.neuroimage.2019.06.047,literature/output/paper_analysis_reports/broad_all/10.1016_j.neuroimage.2019.06.047.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.obhdp.2011.05.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2011.05.007.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.socec.2022.101872,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2022.101872.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1037_a0019861,literature/output/paper_analysis_reports/broad_all/10.1037_a0019861.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-023-37286-8,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-37286-8.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-023-46944-w,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-46944-w.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
