n_filters,count,type_value,citation_value,jcr_value,year_value,discipline_value,collection_id,filter_label,filters_json,set_path
3,5,,Q2,Q4,Q3,,citation_q2__jcr_q4__year_q3,citation=Q2 | jcr=Q4 | year=Q3,"{""citation"": ""Q2"", ""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__year_q3.csv
3,14,,Q2,,Q1_oldest,bio_evo,citation_q2__year_q1_oldest__discipline_bio_evo,citation=Q2 | year=Q1_oldest | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_bio_evo.csv
3,29,,Q2,,Q1_oldest,economics,citation_q2__year_q1_oldest__discipline_economics,citation=Q2 | year=Q1_oldest | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_economics.csv
3,34,,Q2,,Q1_oldest,math_phys_cs,citation_q2__year_q1_oldest__discipline_math_phys_cs,citation=Q2 | year=Q1_oldest | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_math_phys_cs.csv
3,13,,Q2,,Q1_oldest,multidisciplinary,citation_q2__year_q1_oldest__discipline_multidisciplinary,citation=Q2 | year=Q1_oldest | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_multidisciplinary.csv
3,8,,Q2,,Q1_oldest,other,citation_q2__year_q1_oldest__discipline_other,citation=Q2 | year=Q1_oldest | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_other.csv
3,30,,Q2,,Q1_oldest,psych_social,citation_q2__year_q1_oldest__discipline_psych_social,citation=Q2 | year=Q1_oldest | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q1_oldest__discipline_psych_social.csv
3,26,,Q2,,Q2,bio_evo,citation_q2__year_q2__discipline_bio_evo,citation=Q2 | year=Q2 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_bio_evo.csv
3,58,,Q2,,Q2,economics,citation_q2__year_q2__discipline_economics,citation=Q2 | year=Q2 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_economics.csv
3,53,,Q2,,Q2,math_phys_cs,citation_q2__year_q2__discipline_math_phys_cs,citation=Q2 | year=Q2 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_math_phys_cs.csv
3,32,,Q2,,Q2,multidisciplinary,citation_q2__year_q2__discipline_multidisciplinary,citation=Q2 | year=Q2 | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_multidisciplinary.csv
3,9,,Q2,,Q2,other,citation_q2__year_q2__discipline_other,citation=Q2 | year=Q2 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_other.csv
3,45,,Q2,,Q2,psych_social,citation_q2__year_q2__discipline_psych_social,citation=Q2 | year=Q2 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q2__discipline_psych_social.csv
3,23,,Q2,,Q3,bio_evo,citation_q2__year_q3__discipline_bio_evo,citation=Q2 | year=Q3 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_bio_evo.csv
3,75,,Q2,,Q3,economics,citation_q2__year_q3__discipline_economics,citation=Q2 | year=Q3 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_economics.csv
3,80,,Q2,,Q3,math_phys_cs,citation_q2__year_q3__discipline_math_phys_cs,citation=Q2 | year=Q3 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_math_phys_cs.csv
3,29,,Q2,,Q3,multidisciplinary,citation_q2__year_q3__discipline_multidisciplinary,citation=Q2 | year=Q3 | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_multidisciplinary.csv
3,4,,Q2,,Q3,other,citation_q2__year_q3__discipline_other,citation=Q2 | year=Q3 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_other.csv
3,50,,Q2,,Q3,psych_social,citation_q2__year_q3__discipline_psych_social,citation=Q2 | year=Q3 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q3__discipline_psych_social.csv
3,23,,Q2,,Q4_newest,bio_evo,citation_q2__year_q4_newest__discipline_bio_evo,citation=Q2 | year=Q4_newest | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_bio_evo.csv
3,22,,Q2,,Q4_newest,economics,citation_q2__year_q4_newest__discipline_economics,citation=Q2 | year=Q4_newest | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_economics.csv
3,83,,Q2,,Q4_newest,math_phys_cs,citation_q2__year_q4_newest__discipline_math_phys_cs,citation=Q2 | year=Q4_newest | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_math_phys_cs.csv
3,26,,Q2,,Q4_newest,multidisciplinary,citation_q2__year_q4_newest__discipline_multidisciplinary,citation=Q2 | year=Q4_newest | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_multidisciplinary.csv
3,6,,Q2,,Q4_newest,other,citation_q2__year_q4_newest__discipline_other,citation=Q2 | year=Q4_newest | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_other.csv
3,39,,Q2,,Q4_newest,psych_social,citation_q2__year_q4_newest__discipline_psych_social,citation=Q2 | year=Q4_newest | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__year_q4_newest__discipline_psych_social.csv
3,55,,Q3,Q1,,bio_evo,citation_q3__jcr_q1__discipline_bio_evo,citation=Q3 | jcr=Q1 | discipline=bio_evo,"{""citation"": ""Q3"", ""discipline"": ""bio_evo"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_bio_evo.csv
3,50,,Q3,Q1,,economics,citation_q3__jcr_q1__discipline_economics,citation=Q3 | jcr=Q1 | discipline=economics,"{""citation"": ""Q3"", ""discipline"": ""economics"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_economics.csv
3,85,,Q3,Q1,,math_phys_cs,citation_q3__jcr_q1__discipline_math_phys_cs,citation=Q3 | jcr=Q1 | discipline=math_phys_cs,"{""citation"": ""Q3"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_math_phys_cs.csv
3,118,,Q3,Q1,,multidisciplinary,citation_q3__jcr_q1__discipline_multidisciplinary,citation=Q3 | jcr=Q1 | discipline=multidisciplinary,"{""citation"": ""Q3"", ""discipline"": ""multidisciplinary"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_multidisciplinary.csv
3,14,,Q3,Q1,,other,citation_q3__jcr_q1__discipline_other,citation=Q3 | jcr=Q1 | discipline=other,"{""citation"": ""Q3"", ""discipline"": ""other"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_other.csv
3,102,,Q3,Q1,,psych_social,citation_q3__jcr_q1__discipline_psych_social,citation=Q3 | jcr=Q1 | discipline=psych_social,"{""citation"": ""Q3"", ""discipline"": ""psych_social"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__discipline_psych_social.csv
3,52,,Q3,Q1,Q1_oldest,,citation_q3__jcr_q1__year_q1_oldest,citation=Q3 | jcr=Q1 | year=Q1_oldest,"{""citation"": ""Q3"", ""jcr"": ""Q1"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__year_q1_oldest.csv
3,151,,Q3,Q1,Q2,,citation_q3__jcr_q1__year_q2,citation=Q3 | jcr=Q1 | year=Q2,"{""citation"": ""Q3"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__year_q2.csv
3,130,,Q3,Q1,Q3,,citation_q3__jcr_q1__year_q3,citation=Q3 | jcr=Q1 | year=Q3,"{""citation"": ""Q3"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__year_q3.csv
3,49,,Q3,Q1,Q4_newest,,citation_q3__jcr_q1__year_q4_newest,citation=Q3 | jcr=Q1 | year=Q4_newest,"{""citation"": ""Q3"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q1__year_q4_newest.csv
3,13,,Q3,Q2,,bio_evo,citation_q3__jcr_q2__discipline_bio_evo,citation=Q3 | jcr=Q2 | discipline=bio_evo,"{""citation"": ""Q3"", ""discipline"": ""bio_evo"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_bio_evo.csv
3,87,,Q3,Q2,,economics,citation_q3__jcr_q2__discipline_economics,citation=Q3 | jcr=Q2 | discipline=economics,"{""citation"": ""Q3"", ""discipline"": ""economics"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_economics.csv
3,61,,Q3,Q2,,math_phys_cs,citation_q3__jcr_q2__discipline_math_phys_cs,citation=Q3 | jcr=Q2 | discipline=math_phys_cs,"{""citation"": ""Q3"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_math_phys_cs.csv
3,2,,Q3,Q2,,multidisciplinary,citation_q3__jcr_q2__discipline_multidisciplinary,citation=Q3 | jcr=Q2 | discipline=multidisciplinary,"{""citation"": ""Q3"", ""discipline"": ""multidisciplinary"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_multidisciplinary.csv
3,5,,Q3,Q2,,other,citation_q3__jcr_q2__discipline_other,citation=Q3 | jcr=Q2 | discipline=other,"{""citation"": ""Q3"", ""discipline"": ""other"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_other.csv
3,47,,Q3,Q2,,psych_social,citation_q3__jcr_q2__discipline_psych_social,citation=Q3 | jcr=Q2 | discipline=psych_social,"{""citation"": ""Q3"", ""discipline"": ""psych_social"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__discipline_psych_social.csv
3,48,,Q3,Q2,Q1_oldest,,citation_q3__jcr_q2__year_q1_oldest,citation=Q3 | jcr=Q2 | year=Q1_oldest,"{""citation"": ""Q3"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__year_q1_oldest.csv
3,83,,Q3,Q2,Q2,,citation_q3__jcr_q2__year_q2,citation=Q3 | jcr=Q2 | year=Q2,"{""citation"": ""Q3"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__year_q2.csv
3,52,,Q3,Q2,Q3,,citation_q3__jcr_q2__year_q3,citation=Q3 | jcr=Q2 | year=Q3,"{""citation"": ""Q3"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__year_q3.csv
3,6,,Q3,Q2,Q4_newest,,citation_q3__jcr_q2__year_q4_newest,citation=Q3 | jcr=Q2 | year=Q4_newest,"{""citation"": ""Q3"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q2__year_q4_newest.csv
3,48,,Q3,Q3,,bio_evo,citation_q3__jcr_q3__discipline_bio_evo,citation=Q3 | jcr=Q3 | discipline=bio_evo,"{""citation"": ""Q3"", ""discipline"": ""bio_evo"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__discipline_bio_evo.csv
3,13,,Q3,Q3,,economics,citation_q3__jcr_q3__discipline_economics,citation=Q3 | jcr=Q3 | discipline=economics,"{""citation"": ""Q3"", ""discipline"": ""economics"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__discipline_economics.csv
3,48,,Q3,Q3,,math_phys_cs,citation_q3__jcr_q3__discipline_math_phys_cs,citation=Q3 | jcr=Q3 | discipline=math_phys_cs,"{""citation"": ""Q3"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__discipline_math_phys_cs.csv
3,4,,Q3,Q3,,other,citation_q3__jcr_q3__discipline_other,citation=Q3 | jcr=Q3 | discipline=other,"{""citation"": ""Q3"", ""discipline"": ""other"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__discipline_other.csv
3,27,,Q3,Q3,,psych_social,citation_q3__jcr_q3__discipline_psych_social,citation=Q3 | jcr=Q3 | discipline=psych_social,"{""citation"": ""Q3"", ""discipline"": ""psych_social"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__discipline_psych_social.csv
3,34,,Q3,Q3,Q1_oldest,,citation_q3__jcr_q3__year_q1_oldest,citation=Q3 | jcr=Q3 | year=Q1_oldest,"{""citation"": ""Q3"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__year_q1_oldest.csv
3,34,,Q3,Q3,Q2,,citation_q3__jcr_q3__year_q2,citation=Q3 | jcr=Q3 | year=Q2,"{""citation"": ""Q3"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__year_q2.csv
3,23,,Q3,Q3,Q3,,citation_q3__jcr_q3__year_q3,citation=Q3 | jcr=Q3 | year=Q3,"{""citation"": ""Q3"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__year_q3.csv
3,2,,Q3,Q3,Q4_newest,,citation_q3__jcr_q3__year_q4_newest,citation=Q3 | jcr=Q3 | year=Q4_newest,"{""citation"": ""Q3"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q3__year_q4_newest.csv
3,4,,Q3,Q4,,bio_evo,citation_q3__jcr_q4__discipline_bio_evo,citation=Q3 | jcr=Q4 | discipline=bio_evo,"{""citation"": ""Q3"", ""discipline"": ""bio_evo"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__discipline_bio_evo.csv
3,7,,Q3,Q4,,economics,citation_q3__jcr_q4__discipline_economics,citation=Q3 | jcr=Q4 | discipline=economics,"{""citation"": ""Q3"", ""discipline"": ""economics"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__discipline_economics.csv
3,9,,Q3,Q4,,math_phys_cs,citation_q3__jcr_q4__discipline_math_phys_cs,citation=Q3 | jcr=Q4 | discipline=math_phys_cs,"{""citation"": ""Q3"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__discipline_math_phys_cs.csv
3,7,,Q3,Q4,,psych_social,citation_q3__jcr_q4__discipline_psych_social,citation=Q3 | jcr=Q4 | discipline=psych_social,"{""citation"": ""Q3"", ""discipline"": ""psych_social"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__discipline_psych_social.csv
3,6,,Q3,Q4,Q1_oldest,,citation_q3__jcr_q4__year_q1_oldest,citation=Q3 | jcr=Q4 | year=Q1_oldest,"{""citation"": ""Q3"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__year_q1_oldest.csv
3,7,,Q3,Q4,Q2,,citation_q3__jcr_q4__year_q2,citation=Q3 | jcr=Q4 | year=Q2,"{""citation"": ""Q3"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q3__jcr_q4__year_q2.csv
